1,1,31,exp_31,85.17217146872804,
2,1,31,exp_31,94.02670414617006,
3,1,31,exp_31,66.61981728742094,
4,1,31,exp_31,43.78074490513001,
1,2,37,exp_37,84.29414434861553,
2,2,37,exp_37,93.10031774852474,
3,2,37,exp_37,75.89650476622786,
4,2,37,exp_37,52.882433045846575,
1,3,38,exp_38,79.23844061650045,
2,3,38,exp_38,81.2783318223028,
3,3,38,exp_38,93.42701722574796,
4,3,38,exp_38,71.66817769718948,
1,4,39,exp_39,4.224432024388474,
2,4,39,exp_39,4.565580315017783,
3,4,39,exp_39,4.3478260869565215,
4,4,39,exp_39,80.87392030195252,
