1,1,31,exp_31,95.43218552354182,
2,1,31,exp_31,93.04286718200984,
3,1,31,exp_31,66.54954321855236,
4,1,31,exp_31,45.537596626844696,
1,2,37,exp_37,88.37948252383114,
2,2,37,exp_37,92.69178393100319,
3,2,37,exp_37,75.71493418066272,
4,2,37,exp_37,57.69405356332275,
1,3,38,exp_38,88.93925657298277,
2,3,38,exp_38,91.52311876699909,
3,3,38,exp_38,93.51767905711695,
4,3,38,exp_38,77.42520398912059,
1,4,39,exp_39,4.3550845612252305,
2,4,39,exp_39,4.565580315017783,
3,4,39,exp_39,4.3260506641503955,
4,4,39,exp_39,82.07156855628946,
