2020-03-18 14:18:12.897104,6,552,454,0,0,0,468,666,547,0,0,109,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-03-18 14:18:13.003039,9,557,456,0,0,0,457,369,551,0,0,107,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-03-18 14:18:13.106449,0,562,454,0,0,0,462,248,551,0,0,109,0,0,0,1,0,0,0.0,0.0,1.0,0.23850995302200317,1.0,0.0,0.0,0.0,1.0,0.23850995302200317,1.0,0.0
2020-03-18 14:18:13.209962,0,560,457,0,0,0,466,125,551,0,0,112,0,0,0,1,0,0,0.0,0.0,1.0,0.2443799078464508,1.0,0.0,0.0,0.0,1.0,0.2443799078464508,1.0,0.0
2020-03-18 14:18:13.318690,6,558,460,0,0,0,468,97,550,0,0,111,0,0,0,1,0,0,0.0,0.0,1.0,0.2443799078464508,1.0,0.0,0.0,0.0,1.0,0.2443799078464508,1.0,0.0
2020-03-18 14:18:13.432635,0,559,461,0,0,0,467,81,541,0,0,111,0,0,0,1,0,0,0.0,0.0,1.0,0.2443799078464508,1.0,0.0,0.0,0.0,1.0,0.2443799078464508,1.0,0.0
2020-03-18 14:18:13.538209,4,559,457,0,0,0,461,66,551,0,0,107,0,0,0,1,0,0,0.0,0.0,1.0,0.2443799078464508,1.0,0.0,0.0,0.0,1.0,0.2443799078464508,1.0,0.0
2020-03-18 14:18:13.649068,0,560,463,0,0,0,466,59,553,0,0,104,0,0,0,1,0,0,0.0,0.0,1.0,0.2443799078464508,1.0,0.0,0.0,0.0,1.0,0.2443799078464508,1.0,0.0
2020-03-18 14:18:13.749325,0,561,455,0,0,0,469,59,548,0,0,105,0,0,0,1,0,0,0.0,0.0,1.0,0.2443799078464508,1.0,0.0,0.0,0.0,1.0,0.2443799078464508,1.0,0.0
2020-03-18 14:18:13.858675,5,559,459,0,0,0,468,59,546,0,0,106,0,0,0,1,0,0,0.0,0.0,1.0,0.2443799078464508,1.0,0.0,0.0,0.0,1.0,0.2443799078464508,1.0,0.0
