index,timestamp,node 100 chan 0,node 100 chan 1,node 100 chan 10,node 100 chan 2,node 100 chan 3,node 100 chan 4,node 100 chan 5,node 100 chan 6,node 100 chan 7,node 100 chan 8,node 100 chan 9,node 200 chan 0,node 300 chan 0,node 300 chan 1,node 300 chan 2,node 300 chan 3,node 300 chan 4,node 300 chan 5,node 400 chan 0,node 401 chan 0,node 401 chan 1,node 401 chan 2,node 401 chan 3,node 401 chan 4,node 401 chan 5,node 402 chan 0,node 402 chan 1,node 402 chan 2,node 402 chan 3,node 402 chan 4,node 402 chan 5,node 403 chan 0,node 403 chan 1,node 403 chan 2
1,2020-03-24 16:50:56.796,294.0,276.0,108.0,0.0,0.0,0.0,284.0,0.0,292.0,0.0,0.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,300.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,30.0
2,2020-03-24 16:50:57.82,300.0,281.0,105.0,0.0,0.0,0.0,289.0,0.0,293.0,0.0,0.0,30.0,0.0,0.0,0.0,100.0,0.0,0.0,300.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,30.0
3,2020-03-24 16:50:57.157,293.0,284.0,108.0,0.0,0.0,0.0,290.0,0.0,287.0,0.0,0.0,30.0,0.0,0.0,0.0,100.0,0.0,0.0,300.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,30.0
4,2020-03-24 16:50:57.377,296.0,280.0,104.0,0.0,0.0,0.0,287.0,0.0,291.0,0.0,0.0,30.0,0.0,0.0,0.0,100.0,0.0,0.0,300.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,30.0
5,2020-03-24 16:50:57.435,289.0,277.0,106.0,0.0,0.0,0.0,295.0,0.0,289.0,0.0,0.0,30.0,0.0,0.0,0.0,100.0,0.0,0.0,300.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,30.0
6,2020-03-24 16:50:57.646,232.0,265.0,115.0,0.0,0.0,0.0,292.0,0.0,280.0,0.0,0.0,30.0,0.0,0.0,0.0,100.0,0.0,0.0,300.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,30.0
7,2020-03-24 16:50:57.707,232.0,265.0,115.0,0.0,0.0,0.0,292.0,0.0,280.0,0.0,0.0,30.0,0.0,0.0,0.0,100.0,0.0,0.0,300.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,30.0
8,2020-03-24 16:50:57.719,205.0,253.0,109.0,0.0,0.0,0.0,289.0,0.0,274.0,0.0,0.0,30.0,0.0,0.0,0.0,100.0,0.0,0.0,300.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,30.0
9,2020-03-24 16:50:57.893,147.0,232.0,111.0,0.0,0.0,0.0,275.0,0.0,241.0,0.0,0.0,30.0,0.0,0.0,0.0,100.0,0.0,0.0,300.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,30.0
10,2020-03-24 16:50:57.902,144.0,229.0,114.0,0.0,0.0,0.0,276.0,0.0,237.0,0.0,0.0,30.0,0.0,0.0,0.0,100.0,0.0,0.0,300.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,30.0
11,2020-03-24 16:50:58.142,96.0,185.0,108.0,0.0,0.0,0.0,223.0,0.0,163.0,0.0,0.0,30.0,0.0,0.0,0.0,100.0,0.0,0.0,300.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,30.0
