1,1,31,exp_31,99.99341180604358,
2,1,31,exp_31,99.75843288826422,
3,1,31,exp_31,98.98541813070977,
4,1,31,exp_31,98.98212403373155,
1,2,37,exp_37,98.94603949160235,
2,2,37,exp_37,99.99716295960054,
3,2,37,exp_37,99.01341920108942,
4,2,37,exp_37,99.32974920562869,
1,3,38,exp_38,98.4707898912058,
2,3,38,exp_38,98.06281165004533,
3,3,38,exp_38,99.99362533998188,
4,3,38,exp_38,98.61811536718041,
1,4,39,exp_39,98.32079734339841,
2,4,39,exp_39,98.3973515642012,
3,4,39,exp_39,98.0963517093707,
4,4,39,exp_39,99.996711003847,
