2020-03-24 18:57:36.767744,2,515,425,0,0,0,432,3820,505,0,0,120,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,-1,1,30,505,300
2020-03-24 18:57:36.867682,2,513,422,0,0,0,432,4648,502,0,0,111,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,-1,1,30,502,300
2020-03-24 18:57:36.970016,3,513,422,0,0,0,432,4648,502,0,0,111,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,-1,1,30,502,300
2020-03-24 18:57:37.071952,3,505,432,0,0,0,433,5367,502,0,0,106,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,-1,1,30,502,300
2020-03-24 18:57:37.173889,4,439,418,0,0,0,435,5459,499,0,0,112,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,-1,1,30,499,300
2020-03-24 18:57:37.273827,3,439,418,0,0,0,435,5459,499,0,0,112,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,-1,1,30,499,300
2020-03-24 18:57:37.373766,2,300,377,0,0,0,435,3742,468,0,0,113,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,-1,1,30,468,300
2020-03-24 18:57:37.476702,3,248,363,0,0,0,436,2230,429,0,0,112,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,-1,1,30,429,300
2020-03-24 18:57:37.580640,5,248,363,0,0,0,436,2230,429,0,0,112,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,-1,1,30,429,300
2020-03-24 18:57:37.682574,3,134,303,0,0,0,389,570,328,0,0,108,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,-1,1,30,328,300
2020-03-24 18:57:37.787509,6,134,303,0,0,0,389,570,328,0,0,108,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,-1,1,30,328,300
2020-03-24 18:57:37.889447,7,49,214,0,0,0,284,2007,195,0,0,104,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,-1,1,30,195,300
2020-03-24 18:57:37.991384,8,41,169,0,0,0,255,2941,162,0,0,112,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,-1,1,30,162,300
2020-03-24 18:57:38.090669,6,41,169,0,0,0,255,2941,162,0,0,112,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,-1,1,30,162,300
2020-03-24 18:57:38.190607,4,36,90,0,0,0,172,3942,105,0,0,112,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,-1,1,30,105,300
2020-03-24 18:57:38.302538,14,36,78,0,0,0,147,4095,89,0,0,110,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,-1,1,30,89,300
2020-03-24 18:57:38.396462,5,36,78,0,0,0,147,4095,89,0,0,110,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,-1,1,30,89,300
2020-03-24 18:57:38.500399,7,22,52,0,0,0,92,4263,55,0,0,109,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,-1,1,30,55,300
2020-03-24 18:57:38.609334,13,7,35,0,0,0,74,3107,47,0,0,106,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,-1,1,30,47,300
2020-03-24 18:57:38.700276,3,7,35,0,0,0,74,3107,47,0,0,106,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,-1,1,30,47,300
